time,ibs_error
2252.7286432160804,0.0
2283.5879396984924,0.0
2314.4472361809044,0.0
2345.3065326633164,0.0
2376.1658291457284,0.0
2407.025125628141,0.0
2437.884422110553,0.0
2468.743718592965,0.0
2499.603015075377,0.0
2530.462311557789,0.0
2561.3216080402008,0.0
2592.1809045226128,0.0
2623.040201005025,0.0
2653.899497487437,0.0
2684.758793969849,0.0
2715.618090452261,0.0
2746.477386934673,0.0
2777.336683417085,0.0
2808.1959798994976,0.0
2839.0552763819096,0.0
2869.9145728643216,0.0
2900.7738693467336,0.0
2931.6331658291456,0.0
2962.4924623115576,0.0
2993.3517587939696,0.0
3024.211055276382,0.0
3055.070351758794,0.0
3085.929648241206,0.0
3116.788944723618,0.0
3147.64824120603,0.0
3178.507537688442,0.0
3209.366834170854,0.0
3240.2261306532664,0.0
3271.0854271356784,0.0
3301.9447236180904,0.0
3332.8040201005024,0.0
3363.6633165829144,0.0
3394.5226130653264,0.0
3425.3819095477384,0.0
3456.241206030151,0.0
3487.100502512563,0.0
3517.959798994975,0.0
3548.819095477387,0.0
3579.678391959799,0.0
3610.5376884422108,0.0
3641.396984924623,0.0
3672.256281407035,0.0
3703.115577889447,0.0
3733.974874371859,0.0
3764.834170854271,0.0
3795.693467336683,0.0
3826.552763819095,0.0
3857.4120603015076,0.0
3888.2713567839196,0.0
3919.1306532663316,0.0
3949.9899497487436,0.0
3980.8492462311556,0.0
4011.7085427135676,0.0
4042.5678391959796,0.0
4073.427135678392,0.0
4104.286432160804,0.0
4135.145728643216,0.0
4166.005025125628,0.0
4196.86432160804,0.0
4227.723618090452,0.0
4258.582914572864,0.0
4289.442211055276,0.0
4320.301507537688,0.0
4351.1608040201,0.0
4382.020100502513,0.0
4412.879396984925,0.0
4443.738693467337,0.0
4474.597989949749,0.0
4505.457286432161,0.0
4536.316582914573,0.0
4567.175879396985,0.0
4598.035175879397,0.0
4628.894472361809,0.0
4659.753768844221,0.0
4690.613065326633,0.0
4721.472361809045,0.0
4752.331658291457,0.0
4783.19095477387,0.0
4814.050251256282,0.0
4844.909547738694,0.0
4875.768844221106,0.0
4906.628140703518,0.0
4937.48743718593,0.0
4968.346733668342,0.0
4999.206030150754,0.0
5030.065326633166,0.0
5060.924623115578,0.0
5091.78391959799,0.0
5122.6432160804015,0.0
5153.5025125628135,0.0
5184.3618090452255,0.0
5215.221105527638,0.0
5246.08040201005,0.0
5276.939698492462,0.0
5307.798994974874,0.0
5338.658291457286,0.0
5369.517587939698,0.0
5400.37688442211,0.0
5431.236180904522,0.0
5462.095477386934,0.0
5492.954773869346,0.0
5523.814070351758,0.0
5554.67336683417,0.0
5585.532663316582,0.0
5616.391959798995,0.0
5647.251256281407,0.0
5678.110552763819,0.0
5708.969849246231,0.0
5739.829145728643,0.0
5770.688442211055,0.0
5801.547738693467,0.0
5832.407035175879,0.0
5863.266331658291,0.0
5894.125628140703,0.0
5924.984924623115,0.0
5955.844221105527,0.0
5986.703517587939,0.0
6017.562814070351,0.0
6048.422110552764,0.0
6079.281407035176,0.0
6110.140703517588,0.0
6141.0,0.0
