individual_id,ibs_remain,auprc
303,0.0009405797177517669,0.7611643378275638
304,0.0037109952111634512,0.7978870711604854
305,0.002670186792909779,0.6727188666628469
306,0.005296304877888699,0.7754099563564102
307,0.003206074119295718,0.7371471726681861
308,0.003209497844422387,0.681105219101449
309,6.959912655343755e-05,0.7735440204783788
310,0.0005834225151684666,0.7528175256134442
311,3.16970402848019e-05,0.9827476426646453
312,0.00025925342978481226,0.9774507020894224
313,0.019924655282678165,0.8664412236362605
314,0.0031390177832771263,0.739347478038263
315,0.0160565730159113,0.7402829855204978
316,0.000161287537854831,0.9537996514687013
317,0.015813419860550012,0.7766058980187686
318,0.007715075300157868,0.84827036412292
319,0.022549487253686672,0.7110346700750381
320,0.002944655140541471,0.5655679375336407
321,0.005465210593474099,0.7743040237560291
322,0.0010072478065525532,0.8853743769676129
323,0.0013220857885941116,0.9228280417687346
324,0.041423612144384225,0.8130590989048913
325,0.000432731177116685,0.7975849525366827
326,0.03811898012132571,0.7214670623267639
327,0.0008746283564618283,0.7926005936783356
328,0.007576921931196214,0.6555244998529377
329,4.847469663540055e-05,0.9861584558883647
330,0.005178952199185317,0.9034946332455392
331,0.002752221706229401,0.7220154141600421
332,0.0,0.7615527140775672
333,4.82503621018836e-05,0.8381551193408036
334,6.683782930163488e-05,0.8981326393321389
335,0.04762185056281403,0.6005933874624005
336,0.0007584959795700964,0.8064627046814811
337,0.005921452762031957,0.6853760086849852
338,0.0034977852178236183,0.84467288217103
339,0.019053377523358502,0.7920176371770867
340,0.0011902204545451306,0.8363200613104628
341,0.008790887083322652,0.72712144338556
342,0.04179911927693368,0.6575088502470448
343,0.0,0.7526523405392018
344,0.005568041798877216,0.5855618202389422
345,0.0004719990932902985,0.9325432640579095
346,0.01723039787839711,0.7327061505707981
347,0.004598607136499719,0.48691614678412154
348,0.0005687029455744546,0.8474204462236636
349,0.00013389782389831045,0.9783190566279054
350,0.004996341951665569,0.9116909768077459
351,0.06167735270878478,0.6324336734195655
352,0.00030257914093196947,0.7860725777651407
353,0.0031812037553742276,0.7723337215572004
354,0.002492860532273956,0.6971129955129542
355,0.0020403922928623323,0.6420506577720098
356,0.04750941395181706,0.6509876179352183
357,0.003436796453380905,0.7567962049813657
358,8.685593639979141e-05,0.9682101951516245
359,0.0035655092184088888,0.9047922650479412
360,0.021289983332166088,0.8670368449235462
361,0.0007216772938923231,0.8972354688349253
362,0.0045618232707661625,0.8688789674309526
363,0.0015372993034694419,0.946466014441916
364,0.0019353186229860808,0.9492354881225563
365,0.008745779581883691,0.8985517106696875
366,0.0025158982389748468,0.6034739245921288
367,0.002781504141863596,0.7227781222199037
368,0.0007337343040314783,0.7761272295619462
369,0.004263615456169607,0.7089013929346983
370,0.0002705526915679602,0.7700823938812938
371,0.06525951251733929,0.6511437750362632
372,0.05845505949522186,0.6349619536215078
373,0.0005123503264199334,0.9209300048347006
374,0.01196925919619072,0.7475586925939427
375,0.08521343490668076,0.597044877272003
376,0.03922247712048321,0.6689633932759208
377,0.004581162140542462,0.7573745553171705
378,0.0006983678962574983,0.779845308098543
379,0.0022508626873279265,0.8440946591900459
380,4.908555662630938e-07,0.9990740007676586
381,0.013888854099885826,0.9050160855462701
382,0.004927343710923856,0.5033138112478412
383,0.0007497012911019235,0.7934446012236553
384,0.006330180987590124,0.8076930333649823
385,0.004559307485860334,0.7636985203588391
386,0.0032255164809451725,0.7703322214517732
387,0.0008586668752856402,0.8644178959219824
388,5.174360973758007e-07,0.9991704379543571
389,0.02090146333558617,0.898955313974465
390,0.00041656460723361145,0.7809625827103484
391,0.003979992975921991,0.784669934044837
392,0.0020169078960142997,0.5952789816167647
393,0.0004690963447636208,0.7856274073734192
394,0.004887670740366411,0.7373840228848773
395,0.0008049017733578695,0.8236188138148124
396,0.007310195803961267,0.7447329225984436
397,0.009062370504282213,0.8441261735356889
398,0.00465471594837081,0.7701001185871235
399,0.00035318533280243047,0.7520876214686762
400,0.0025387870082436343,0.809605386932409
401,0.0001496100597885555,0.9799028980527301
402,0.00637585575735183,0.9029475682168409
403,0.012679364317031021,0.7558340031345923
404,0.07293937898527113,0.6093303015574736
405,0.0002551333762554627,0.9537934760416841
406,0.0050513563666769465,0.8959013121655676
407,0.0005186238379260039,0.8863771943007908
408,0.015894542614302034,0.6516011805119104
409,5.0646076330293705e-05,0.9790627456839522
410,0.006358186249876254,0.8743611077432288
411,0.0005863370921304744,0.7773887095880447
412,0.001855336603860294,0.8148103695721594
413,0.0028926590033624597,0.8141918900918355
414,0.03026192624648653,0.7439828886810668
415,0.007846852160532615,0.7751331980172129
416,0.003243402316602916,0.7243860884035818
